fasta	size	BUSCO_lineage	lineage	BAT_euk	median_cov	mag	bat_bacteria
public_SRR14722124_metabat2_bin.8.fa	32856029	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	46	public_SRR14722124_metabat2_bin.8	NA
public_SRR14722125_metabat2_bin.9.fa	18294553	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	154	public_SRR14722125_metabat2_bin.9	NA
public_SRR14722128_metabat2_bin.9.fa	30069223	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	16	public_SRR14722128_metabat2_bin.9	NA
public_SRR14722129_metabat2_bin.3.fa	31560669	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	17	public_SRR14722129_metabat2_bin.3	NA
public_SRR14722130_metabat2_bin.11.fa	20107954	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	8	public_SRR14722130_metabat2_bin.11	NA
public_SRR14722130_metabat2_bin.9.fa	32160092	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	73	public_SRR14722130_metabat2_bin.9	NA
public_SRR14722132_metabat2_bin.8.fa	30311807	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	9	public_SRR14722132_metabat2_bin.8	NA
public_SRR14722133_metabat2_bin.2.fa	29167719	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	15	public_SRR14722133_metabat2_bin.2	NA
public_SRR14722135_concoct_merged.1.fa	24805116	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	20	public_SRR14722135_concoct_merged.1	NA
public_SRR14722135_metabat2_bin.5.fa	38402819	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	6	public_SRR14722135_metabat2_bin.5	NA
public_SRR14722135_metabat2_bin.8.fa	20236142	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;1618100;2231493;158045;158046	Phaeomoniella chlamydospora	5	public_SRR14722135_metabat2_bin.8	NA
public_SRR14722136_concoct_merged.0.fa	33799500	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	13	public_SRR14722136_concoct_merged.0	NA
public_SRR14722139_metabat2_bin.5.fa	32197247	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	14	public_SRR14722139_metabat2_bin.5	NA
public_SRR14722140_metabat2_bin.5.fa	27939376	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	16	public_SRR14722140_metabat2_bin.5	NA
public_SRR14722141_concoct_bin.2.fa	31686946	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	21	public_SRR14722141_concoct_bin.2	NA
public_SRR14722143_metabat2_bin.4.fa	21986266	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	12	public_SRR14722143_metabat2_bin.4	NA
public_SRR14722144_metabat2_bin.3.fa	29976469	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	25	public_SRR14722144_metabat2_bin.3	NA
public_SRR14722145_metabat2_bin.10.fa	22421455	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	13	public_SRR14722145_metabat2_bin.10	NA
public_SRR14722147_concoct_bin.2.fa	26714181	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	93	public_SRR14722147_concoct_bin.2	NA
public_SRR14722147_metabat2_bin.1.fa	15387725	eukaryota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	4	public_SRR14722147_metabat2_bin.1	NA
public_SRR14722150_concoct_bin.35.fa	28948497	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	52	public_SRR14722150_concoct_bin.35	NA
public_SRR14722151_metabat2_bin.3.fa	30252234	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	7	public_SRR14722151_metabat2_bin.3	NA
public_SRR14722152_metabat2_bin.2.fa	28683311	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	4	public_SRR14722152_metabat2_bin.2	NA
public_SRR14722154_concoct_bin.10.fa	15975792	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545	Eurotiomycetes	5	public_SRR14722154_concoct_bin.10	NA
public_SRR14722154_metabat2_bin.3.fa	26584174	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	33	public_SRR14722154_metabat2_bin.3	NA
public_SRR14722157_metabat2_bin.4.fa	27451878	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	29	public_SRR14722157_metabat2_bin.4	NA
public_SRR14722158_metabat2_bin.9.fa	27538851	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	52	public_SRR14722158_metabat2_bin.9	NA
public_SRR14722159_metabat2_bin.7.fa	21252951	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	60	public_SRR14722159_metabat2_bin.7	NA
public_SRR14722160_concoct_bin.3.fa	28693197	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	49	public_SRR14722160_concoct_bin.3	NA
public_SRR14722161_metabat2_bin.6.fa	27204928	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	11	public_SRR14722161_metabat2_bin.6	NA
public_SRR14722163_concoct_bin.11.fa	26201316	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	17	public_SRR14722163_concoct_bin.11	NA
public_SRR14722164_metabat2_bin.2.fa	24197754	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	47	public_SRR14722164_metabat2_bin.2	NA
public_SRR14722165_concoct_bin.24.fa	23394055	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870	Chaetothyriomycetidae	12	public_SRR14722165_concoct_bin.24	NA
public_SRR14722165_concoct_bin.25.fa	28485352	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	43	public_SRR14722165_concoct_bin.25	NA
public_SRR14722165_metabat2_bin.16.fa	16287341	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	5	public_SRR14722165_metabat2_bin.16	NA
public_SRR14722166_concoct_bin.2.fa	32383939	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	43	public_SRR14722166_concoct_bin.2	NA
public_SRR14722167_metabat2_bin.4.fa	28251889	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	41	public_SRR14722167_metabat2_bin.4	NA
public_SRR14722168_metabat2_bin.6.fa	32739534	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	21	public_SRR14722168_metabat2_bin.6	NA
public_SRR14722169_metabat2_bin.6.fa	30569428	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	20	public_SRR14722169_metabat2_bin.6	NA
public_SRR14722173_concoct_merged.0.fa	33504405	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	16	public_SRR14722173_concoct_merged.0	NA
public_SRR14722174_metabat2_bin.2.fa	31984326	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	10	public_SRR14722174_metabat2_bin.2	NA
public_SRR14722176_concoct_bin.30.fa	19199543	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;146291;146292;364710;364733	Endocarpon pusillum	4	public_SRR14722176_concoct_bin.30	NA
public_SRR14722176_metabat2_bin.14.fa	23205678	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	41	public_SRR14722176_metabat2_bin.14	NA
public_SRR14722177_concoct_bin.11.fa	24200494	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	37	public_SRR14722177_concoct_bin.11	NA
public_SRR14722177_concoct_merged.0.fa	27302582	capnodiales_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451867;2726947	Mycosphaerellales	5	public_SRR14722177_concoct_merged.0	NA
public_SRR14722177_metabat2_bin.9.fa	36559424	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966	Trebouxiophyceae	4	public_SRR14722177_metabat2_bin.9	NA
public_SRR14722181_concoct_bin.15.fa	24594840	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	14	public_SRR14722181_concoct_bin.15	NA
public_SRR14722181_concoct_bin.9.fa	23253195	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	12	public_SRR14722181_concoct_bin.9	NA
public_SRR14722184_concoct_bin.5.fa	30897180	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	21	public_SRR14722184_concoct_bin.5	NA
public_SRR14722185_metabat2_bin.2.fa	26056273	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	24	public_SRR14722185_metabat2_bin.2	NA
public_SRR14722188_concoct_bin.30.fa	45054228	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	10	public_SRR14722188_concoct_bin.30	NA
public_SRR14722188_metabat2_bin.25.fa	24893827	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	44	public_SRR14722188_metabat2_bin.25	NA
public_SRR14722188_metabat2_bin.28.fa	9566273	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	4	public_SRR14722188_metabat2_bin.28	NA
public_SRR14722197_metabat2_bin.3.fa	24423375	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	6	public_SRR14722197_metabat2_bin.3	NA
public_SRR14722202_metabat2_bin.2.fa	24837606	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	Lasallia pustulata	21	public_SRR14722202_metabat2_bin.2	NA
public_SRR14722208_metabat2_bin.1.fa	31111827	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	9	public_SRR14722208_metabat2_bin.1	NA
public_SRR14722210_metabat2_bin.3.fa	25182958	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	36	public_SRR14722210_metabat2_bin.3	NA
public_SRR14722213_concoct_bin.9.fa	19589290	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	24	public_SRR14722213_concoct_bin.9	NA
public_SRR14722213_metabat2_bin.1.fa	24186479	capnodiales_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451867;2726947	Mycosphaerellales	7	public_SRR14722213_metabat2_bin.1	NA
public_SRR14722219_metabat2_bin.6.fa	28305125	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	38	public_SRR14722219_metabat2_bin.6	NA
public_SRR14722222_metabat2_bin.6.fa	29161940	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;1618100;2231493;158045;158046	Phaeomoniella chlamydospora	14	public_SRR14722222_metabat2_bin.6	NA
public_SRR14722229_concoct_bin.24.fa	25156133	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	29	public_SRR14722229_concoct_bin.24	NA
public_SRR14722230_metabat2_bin.7.fa	20537062	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	14	public_SRR14722230_metabat2_bin.7	NA
public_SRR14722231_metabat2_bin.5.fa	25103968	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	62	public_SRR14722231_metabat2_bin.5	NA
public_SRR14722232_concoct_bin.14.fa	23206127	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	55	public_SRR14722232_concoct_bin.14	NA
public_SRR14722233_metabat2_bin.15.fa	24194649	dothideomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	32	public_SRR14722233_metabat2_bin.15	NA
public_SRR14722251_metabat2_bin.1.fa	23335315	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	64	public_SRR14722251_metabat2_bin.1	NA
public_SRR14722272_metabat2_bin.6.fa	29305370	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	11	public_SRR14722272_metabat2_bin.6	NA
public_SRR14722274_metabat2_bin.2.fa	22070204	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	13	public_SRR14722274_metabat2_bin.2	NA
public_SRR14722278_concoct_bin.6.fa	28696751	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	15	public_SRR14722278_concoct_bin.6	NA
public_SRR14722279_metabat2_bin.4.fa	27033343	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	13	public_SRR14722279_metabat2_bin.4	NA
public_SRR14722280_metabat2_bin.4.fa	28541616	dothideomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;159987;714581;271822;1929940;1048519	Viridothelium virens	14	public_SRR14722280_metabat2_bin.4	NA
public_SRR14722281_metabat2_bin.1.fa	27227520	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;159987;714581;271822;1929940;1048519	Viridothelium virens	25	public_SRR14722281_metabat2_bin.1	NA
public_SRR14722288_metabat2_bin.3.fa	31578379	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	16	public_SRR14722288_metabat2_bin.3	NA
public_SRR14722289_concoct_bin.0.fa	32608811	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	19	public_SRR14722289_concoct_bin.0	NA
public_SRR14722290_metabat2_bin.4.fa	28614552	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	18	public_SRR14722290_metabat2_bin.4	NA
public_SRR14722292_metabat2_bin.5.fa	29337773	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	38	public_SRR14722292_metabat2_bin.5	NA
public_SRR14722293_concoct_bin.15.fa	27256336	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	37	public_SRR14722293_concoct_bin.15	NA
public_SRR14722294_metabat2_bin.7.fa	29218708	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	23	public_SRR14722294_metabat2_bin.7	NA
public_SRR14722299_metabat2_bin.9.fa	29905000	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	41	public_SRR14722299_metabat2_bin.9	NA
public_SRR14722301_metabat2_bin.5.fa	26693721	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	26	public_SRR14722301_metabat2_bin.5	NA
public_SRR14722302_concoct_merged.0.fa	29999525	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	13	public_SRR14722302_concoct_merged.0	NA
public_SRR14722304_metabat2_bin.6.fa	28412263	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	12	public_SRR14722304_metabat2_bin.6	NA
public_SRR14722305_metabat2_bin.2.fa	30013823	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	11	public_SRR14722305_metabat2_bin.2	NA
public_SRR14722307_metabat2_bin.5.fa	21218329	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	10	public_SRR14722307_metabat2_bin.5	NA
public_SRR14722308_metabat2_bin.6.fa	24619376	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;146291;146292;364710;364733	Endocarpon pusillum	50	public_SRR14722308_metabat2_bin.6	NA
public_SRR14722309_metabat2_bin.1.fa	28003477		1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	17	public_SRR14722309_metabat2_bin.1	NA
public_SRR14722310_metabat2_bin.3.fa	31840281	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	13	public_SRR14722310_metabat2_bin.3	NA
public_SRR14722312_concoct_bin.10.fa	22566314	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	15	public_SRR14722312_concoct_bin.10	NA
public_SRR14722313_metabat2_bin.4.fa	28706674	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	36	public_SRR14722313_metabat2_bin.4	NA
public_SRR14722316_metabat2_bin.4.fa	29735595	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	30	public_SRR14722316_metabat2_bin.4	NA
public_SRR14722318_metabat2_bin.2.fa	22746770	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	23	public_SRR14722318_metabat2_bin.2	NA
public_SRR14722319_metabat2_bin.1.fa	28393906	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	37	public_SRR14722319_metabat2_bin.1	NA
public_SRR14722323_concoct_merged.0.fa	29408163	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	8	public_SRR14722323_concoct_merged.0	NA
public_SRR14722325_metabat2_bin.1.fa	30316057	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	17	public_SRR14722325_metabat2_bin.1	NA
